Index:PostionX:PostionY:PostionZ:RotationAngle:PhotonTime
0:0:0:0,08:0:620695,987
0:0:0:0,16:0:620695,987
1:0:0:0,24:0:620696,004
1:0:0:0,32:0:620696,004
2:0:0:0,4:0:620696,019
4:0:0:0,48:0:620696,069
4:0:0:0,5599999:0:620696,069
5:0:0:0,6399999:0:620696,086
6:0:0:0,7199999:0:620696,102
7:0:0:0,7999999:0:620696,119
9:0:0:0,8799999:0:620696,169
9:0:0:0,9599999:0:620696,169
10:0:0:1,04:0:620696,186
11:0:0:1,12:0:620696,202
12:0:0:1,2:0:620696,219
13:0:0:1,28:0:620696,236
15:0:0:1,36:0:620696,286
15:0:0:1,44:0:620696,286
17:0:0:1,52:0:620696,319
17:0:0:1,6:0:620696,319
18:0:0:1,68:0:620696,335
20:0:0:1,76:0:620696,386
20:0:0:1,84:0:620696,386
20:0:0:1,92:0:620696,386
22:0:0:2:0:620696,419
23:0:0:2,08:0:620696,436
25:0:0:2,16:0:620696,486
25:0:0:2,24:0:620696,486
26:0:0:2,32:0:620696,503
27:0:0:2,4:0:620696,519
28:0:0:2,48:0:620696,536
94:0:0:2,56:0:620697,857
94:0:0:2,64:0:620697,857
94:0:0:2,72:0:620697,857
94:0:0:2,799999:0:620697,857
94:0:0:2,879999:0:620697,857
94:0:0:2,959999:0:620697,857
94:0:0:3,039999:0:620697,857
94:0:0:3,119999:0:620697,857
94:0:0:3,199999:0:620697,857
94:0:0:3,279999:0:620697,857
94:0:0:3,359999:0:620697,857
94:0:0:3,439999:0:620697,857
139:0:0:3,519999:0:620698,757
139:0:0:3,599999:0:620698,757
139:0:0:3,679999:0:620698,757
139:0:0:3,759999:0:620698,757
139:0:0:3,839998:0:620698,757
139:0:0:3,919998:0:620698,757
139:0:0:3,999998:0:620698,757
139:0:0:4,079998:0:620698,757
139:0:0:4,159998:0:620698,757
139:0:0:4,239998:0:620698,757
139:0:0:4,319998:0:620698,757
139:0:0:4,399998:0:620698,757
139:0:0:4,479998:0:620698,757
139:0:0:4,559998:0:620698,757
139:0:0:4,639998:0:620698,757
139:0:0:4,719998:0:620698,757
139:0:0:4,799998:0:620698,757
139:0:0:4,879998:0:620698,757
139:0:0:4,959998:0:620698,757
139:0:0:5,039998:0:620698,757
139:0:0:5,119998:0:620698,757
139:0:0:5,199997:0:620698,757
139:0:0:5,279997:0:620698,757
139:0:0:5,359997:0:620698,757
139:0:0:5,439997:0:620698,757
139:0:0:5,519997:0:620698,757
139:0:0:5,599997:0:620698,757
139:0:0:5,679997:0:620698,757
139:0:0:5,759997:0:620698,757
180:0:0:5,839997:0:620699,575
180:0:0:5,919997:0:620699,575
180:0:0:5,999997:0:620699,575
180:0:0:6,079997:0:620699,575
180:0:0:6,159997:0:620699,575
180:0:0:6,239996:0:620699,575
180:0:0:6,319996:0:620699,575
180:0:0:6,399996:0:620699,575
180:0:0:6,479996:0:620699,575
180:0:0:6,559996:0:620699,575
180:0:0:6,639996:0:620699,575
180:0:0:6,719996:0:620699,575
180:0:0:6,799996:0:620699,575
180:0:0:6,879996:0:620699,575
180:0:0:6,959996:0:620699,575
180:0:0:7,039996:0:620699,575
180:0:0:7,119996:0:620699,575
180:0:0:7,199996:0:620699,575
180:0:0:7,279995:0:620699,575
180:0:0:7,359995:0:620699,575
180:0:0:7,439995:0:620699,575
180:0:0:7,519995:0:620699,575
180:0:0:7,599995:0:620699,575
180:0:0:7,679995:0:620699,575
180:0:0:7,759995:0:620699,575
180:0:0:7,839995:0:620699,575
180:0:0:7,919995:0:620699,575
180:0:0:7,999995:0:620699,575
180:0:0:8,079995:0:620699,575
180:0:0:8,159995:0:620699,575
180:0:0:8,239995:0:620699,575
180:0:0:8,319995:0:620699,575
180:0:0:8,399995:0:620699,575
180:0:0:8,479995:0:620699,575
180:0:0:8,559995:0:620699,575
180:0:0:8,639995:0:620699,575
180:0:0:8,719995:0:620699,575
180:0:0:8,799994:0:620699,575
180:0:0:8,879994:0:620699,575
180:0:0:8,959994:0:620699,575
180:0:0:9,039994:0:620699,575
226:0:0:9,119994:0:620700,493
226:0:0:9,199994:0:620700,493
226:0:0:9,279994:0:620700,493
226:0:0:9,359994:0:620700,493
226:0:0:9,439994:0:620700,493
226:0:0:9,519994:0:620700,493
226:0:0:9,599994:0:620700,493
226:0:0:9,679994:0:620700,493
226:0:0:9,759994:0:620700,493
226:0:0:9,839993:0:620700,493
226:0:0:9,919993:0:620700,493
226:0:0:9,999993:0:620700,493
226:0:0:10,07999:0:620700,493
226:0:0:10,15999:0:620700,493
226:0:0:10,23999:0:620700,493
226:0:0:10,31999:0:620700,493
226:0:0:10,39999:0:620700,493
226:0:0:10,47999:0:620700,493
226:0:0:10,55999:0:620700,493
226:0:0:10,63999:0:620700,493
226:0:0:10,71999:0:620700,493
226:0:0:10,79999:0:620700,493
226:0:0:10,87999:0:620700,493
226:0:0:10,95999:0:620700,493
226:0:0:11,03999:0:620700,493
226:0:0:11,11999:0:620700,493
226:0:0:11,19999:0:620700,493
226:0:0:11,27999:0:620700,493
226:0:0:11,35999:0:620700,493
226:0:0:11,43999:0:620700,493
226:0:0:11,51999:0:620700,493
226:0:0:11,59999:0:620700,493
226:0:0:11,67999:0:620700,493
226:0:0:11,75999:0:620700,493
226:0:0:11,83999:0:620700,493
226:0:0:11,91999:0:620700,493
226:0:0:11,99999:270:620700,493
226:-0,08000001:0:11,99999:270:620700,493
226:-0,16:0:11,99999:270:620700,493
226:-0,24:0:11,99999:270:620700,493
226:-0,32:0:11,99999:270:620700,493
226:-0,4:0:11,99999:270:620700,493
226:-0,48:0:11,99999:270:620700,493
226:-0,5600001:0:11,99999:270:620700,493
226:-0,64:0:11,99999:270:620700,493
226:-0,72:0:11,99999:270:620700,493
226:-0,8:0:11,99999:270:620700,493
226:-0,88:0:11,99999:270:620700,493
226:-0,96:0:11,99999:270:620700,493
226:-1,04:0:11,99999:270:620700,493
226:-1,12:0:11,99999:270:620700,493
226:-1,2:0:11,99999:270:620700,493
226:-1,28:0:11,99999:270:620700,493
226:-1,36:0:11,99999:270:620700,493
226:-1,44:0:11,99999:270:620700,493
226:-1,52:0:11,99999:270:620700,493
226:-1,6:0:11,99999:270:620700,493
226:-1,68:0:11,99999:270:620700,493
226:-1,76:0:11,99999:270:620700,493
226:-1,84:0:11,99999:270:620700,493
226:-1,92:0:11,99999:270:620700,493
267:-2:0:11,99999:270:620701,312
267:-2,08:0:11,99999:270:620701,312
267:-2,16:0:11,99999:270:620701,312
267:-2,24:0:11,99999:270:620701,312
267:-2,32:0:11,99999:270:620701,312
267:-2,4:0:11,99999:270:620701,312
267:-2,48:0:11,99999:270:620701,312
267:-2,56:0:11,99999:270:620701,312
267:-2,64:0:11,99999:270:620701,312
267:-2,72:0:11,99999:270:620701,312
267:-2,8:0:11,99999:270:620701,312
267:-2,88:0:11,99999:270:620701,312
267:-2,96:0:11,99999:270:620701,312
267:-3,039999:0:11,99999:270:620701,312
267:-3,119999:0:11,99999:270:620701,312
267:-3,199999:0:11,99999:270:620701,312
267:-3,279999:0:11,99999:270:620701,312
267:-3,359999:0:11,99999:270:620701,312
267:-3,439999:0:11,99999:270:620701,312
267:-3,519999:0:11,99999:270:620701,312
267:-3,599999:0:11,99999:270:620701,312
267:-3,679999:0:11,99999:270:620701,312
267:-3,759999:0:11,99999:270:620701,312
267:-3,839999:0:11,99999:270:620701,312
267:-3,919999:0:11,99999:270:620701,312
267:-3,839999:0:11,99999:270:620701,312
267:-3,759999:0:11,99999:270:620701,312
267:-3,679999:0:11,99999:270:620701,312
267:-3,599999:0:11,99999:270:620701,312
267:-3,519999:0:11,99999:270:620701,312
267:-3,439999:0:11,99999:270:620701,312
267:-3,359999:0:11,99999:270:620701,312
267:-3,279999:0:11,99999:270:620701,312
267:-3,199999:0:11,99999:270:620701,312
267:-3,119999:0:11,99999:270:620701,312
267:-3,039999:0:11,99999:270:620701,312
267:-2,96:0:11,99999:270:620701,312
267:-2,88:0:11,99999:270:620701,312
267:-2,8:0:11,99999:270:620701,312
267:-2,72:0:11,99999:270:620701,312
267:-2,64:0:11,99999:270:620701,312
267:-2,56:0:11,99999:270:620701,312
267:-2,48:0:11,99999:270:620701,312
267:-2,4:0:11,99999:270:620701,312
267:-2,32:0:11,99999:270:620701,312
267:-2,24:0:11,99999:270:620701,312
267:-2,16:0:11,99999:270:620701,312
267:-2,08:0:11,99999:270:620701,312
267:-2:0:11,99999:270:620701,312
267:-1,92:0:11,99999:270:620701,312
267:-1,84:0:11,99999:270:620701,312
308:-1,76:0:11,99999:270:620702,145
308:-1,68:0:11,99999:270:620702,145
308:-1,6:0:11,99999:270:620702,145
308:-1,52:0:11,99999:270:620702,145
308:-1,44:0:11,99999:270:620702,145
308:-1,36:0:11,99999:270:620702,145
308:-1,28:0:11,99999:270:620702,145
308:-1,2:0:11,99999:270:620702,145
308:-1,12:0:11,99999:270:620702,145
308:-1,04:0:11,99999:270:620702,145
308:-0,96:0:11,99999:270:620702,145
308:-0,88:0:11,99999:270:620702,145
308:-0,8:0:11,99999:270:620702,145
308:-0,72:0:11,99999:270:620702,145
308:-0,64:0:11,99999:270:620702,145
308:-0,5600001:0:11,99999:270:620702,145
308:-0,48:0:11,99999:270:620702,145
308:-0,4:0:11,99999:270:620702,145
308:-0,32:0:11,99999:270:620702,145
308:-0,24:0:11,99999:270:620702,145
308:-0,16:0:11,99999:270:620702,145
308:-0,07999999:0:11,99999:270:620702,145
308:1,490116E-08:0:11,99999:270:620702,145
308:0,08000002:0:11,99999:270:620702,145
308:0,08000001:0:12,07999:270:620702,145
308:0,08000001:0:12,15999:270:620702,145
308:0,08:0:12,23999:270:620702,145
308:0,07999999:0:12,31999:270:620702,145
308:0,07999998:0:12,39999:270:620702,145
308:0,07999998:0:12,47999:270:620702,145
308:0,07999997:0:12,55999:270:620702,145
308:0,07999996:0:12,63999:270:620702,145
308:0,07999995:0:12,71999:270:620702,145
308:0,07999995:0:12,79999:270:620702,145
308:0,07999994:0:12,87999:270:620702,145
308:0,07999993:0:12,95999:270:620702,145
308:0,07999992:0:13,03999:270:620702,145
308:0,07999992:0:13,11999:270:620702,145
308:0,07999991:0:13,19999:270:620702,145
308:0,0799999:0:13,27999:270:620702,145
308:0,07999989:0:13,35999:270:620702,145
308:0,07999989:0:13,43999:270:620702,145
308:0,07999988:0:13,51999:270:620702,145
308:0,07999987:0:13,59999:270:620702,145
308:0,07999986:0:13,67999:270:620702,145
308:0,07999986:0:13,75999:270:620702,145
308:0,07999985:0:13,83999:270:620702,145
308:0,07999984:0:13,91999:270:620702,145
308:0,07999983:0:13,99999:270:620702,145
308:0,07999983:0:14,07999:270:620702,145
308:0,07999982:0:14,15999:270:620702,145
308:0,07999981:0:14,23999:270:620702,145
389:0,0799998:0:14,31999:270:620703,752
389:0,0799998:0:14,39999:270:620703,752
389:0,07999979:0:14,47999:270:620703,752
389:0,07999978:0:14,55999:270:620703,752
389:0,07999977:0:14,63999:270:620703,752
389:0,07999977:0:14,71999:270:620703,752
389:0,07999976:0:14,79999:270:620703,752
389:0,07999975:0:14,87999:270:620703,752
389:0,07999974:0:14,95999:270:620703,752
389:0,07999974:0:15,03999:270:620703,752
389:0,07999973:0:15,11999:270:620703,752
389:0,07999972:0:15,19999:270:620703,752
389:0,07999972:0:15,27999:270:620703,752
389:0,07999971:0:15,35999:270:620703,752
389:0,0799997:0:15,43999:270:620703,752
389:0,07999969:0:15,51999:270:620703,752
389:0,07999969:0:15,59999:270:620703,752
389:0,07999968:0:15,67999:270:620703,752
389:0,07999967:0:15,75999:270:620703,752
389:0,07999966:0:15,83999:270:620703,752
389:0,07999966:0:15,91999:270:620703,752
389:0,07999965:0:15,99999:270:620703,752
389:-3,576279E-07:0:15,99999:45:620703,752
389:0,05656819:0:16,05656:45:620703,752
389:0,1131367:0:16,11312:45:620703,752
389:0,1697053:0:16,16969:45:620703,752
389:0,2262738:0:16,22626:45:620703,752
389:0,2828424:0:16,28283:45:620703,752
389:0,3394109:0:16,3394:45:620703,752
389:0,3959794:0:16,39597:45:620703,752
389:0,452548:0:16,45253:45:620703,752
389:0,5091165:0:16,5091:45:620703,752
389:0,5656851:0:16,56567:45:620703,752
389:0,6222537:0:16,62224:45:620703,752
389:0,6788222:0:16,67881:45:620703,752
389:0,7353908:0:16,73537:45:620703,752
389:0,7919593:0:16,79194:45:620703,752
389:0,8485279:0:16,84851:45:620703,752
389:0,9050965:0:16,90508:45:620703,752
389:0,961665:0:16,96165:45:620703,752
389:1,018234:0:17,01822:45:620703,752
389:1,074802:0:17,07478:45:620703,752
389:1,131371:0:17,13135:45:620703,752
389:1,187939:0:17,18792:45:620703,752
389:1,244508:0:17,24449:45:620703,752
389:1,301076:0:17,30106:45:620703,752
389:1,357645:0:17,35762:45:620703,752
389:1,414213:0:17,41419:45:620703,752
389:1,470782:0:17,47076:45:620703,752
