Index:PostionX:PostionZ:RotationAngle:PhotonTime
1:0:0,08:0:2343539,674
1:0:0,16:0:2343539,674
23:0:0,24:0:2343540,059
23:0:0,32:0:2343540,059
24:0:0,4:0:2343540,076
24:0:0,48:0:2343540,076
24:0:0,56:0:2343540,076
24:0:0,64:0:2343540,076
24:0:0,72:0:2343540,076
94:0:0,8:0:2343541,493
94:0:0,88:0:2343541,493
94:0:0,96:0:2343541,493
94:0:1,04:0:2343541,493
94:0:1,12:0:2343541,493
94:0:1,2:0:2343541,493
94:0:1,28:0:2343541,493
94:0:1,36:0:2343541,493
94:0:1,44:0:2343541,493
94:0:1,52:0:2343541,493
94:0:1,6:0:2343541,493
94:0:1,68:0:2343541,493
94:0:1,76:0:2343541,493
94:0:1,84:0:2343541,493
94:0:1,92:0:2343541,493
94:0:2:0:2343541,493
94:0:2,08:0:2343541,493
94:0:2,16:0:2343541,493
94:0:2,24:0:2343541,493
94:0:2,32:0:2343541,493
94:0:2,4:0:2343541,493
94:0:2,48:0:2343541,493
94:0:2,56:0:2343541,493
94:0:2,64:0:2343541,493
94:0:2,72:0:2343541,493
94:0:2,8:0:2343541,493
94:0:2,88:0:2343541,493
94:0:2,96:0:2343541,493
94:0:3,04:0:2343541,493
94:0:3,12:0:2343541,493
94:0:3,2:0:2343541,493
94:0:3,28:0:2343541,493
94:0:3,36:0:2343541,493
94:0:3,44:0:2343541,493
94:0:3,52:0:2343541,493
94:0:3,6:0:2343541,493
94:0:3,68:0:2343541,493
94:0:3,76:0:2343541,493
94:0:3,84:0:2343541,493
94:0:3,92:0:2343541,493
94:0:4:0:2343541,493
94:0:4,08:0:2343541,493
94:0:4,16:0:2343541,493
94:0:4,24:0:2343541,493
94:0:4,32:0:2343541,493
94:0:4,4:0:2343541,493
94:0:4,48:0:2343541,493
94:0:4,56:0:2343541,493
94:0:4,64:0:2343541,493
94:0:4,72:0:2343541,493
94:0:4,8:0:2343541,493
94:0:4,88:0:2343541,493
94:0:4,96:0:2343541,493
94:0:5,04:0:2343541,493
94:0:5,12:0:2343541,493
94:0:5,2:0:2343541,493
94:0:5,28:0:2343541,493
137:0:5,36:0:2343542,347
137:0:5,44:0:2343542,347
137:0:5,52:0:2343542,347
137:0:5,6:0:2343542,347
137:0:5,68:0:2343542,347
137:0:5,76:0:2343542,347
137:0:5,84:0:2343542,347
137:0:5,92:0:2343542,347
137:0:6:0:2343542,347
185:0:6,08:0:2343543,301
185:0:6,16:0:2343543,301
185:0:6,24:0:2343543,301
185:0:6,32:0:2343543,301
185:0:6,4:0:2343543,301
185:0:6,48:0:2343543,301
185:0:6,56:0:2343543,301
185:0:6,64:0:2343543,301
185:0:6,72:0:2343543,301
185:0:6,8:0:2343543,301
185:0:6,88:0:2343543,301
185:0:6,96:0:2343543,301
185:0:7,04:0:2343543,301
185:0:7,12:0:2343543,301
185:0:7,2:0:2343543,301
185:0:7,28:0:2343543,301
185:0:7,36:0:2343543,301
185:0:7,44:0:2343543,301
185:0:7,52:0:2343543,301
185:0:7,6:0:2343543,301
185:0:7,68:0:2343543,301
185:0:7,76:0:2343543,301
185:0:7,84:0:2343543,301
185:0:7,92:0:2343543,301
185:0:8:0:2343543,301
185:0:8,08:0:2343543,301
185:0:8,16:0:2343543,301
185:0:8,24:0:2343543,301
185:0:8,32:0:2343543,301
185:0:8,4:0:2343543,301
185:0:8,48:0:2343543,301
185:0:8,559999:0:2343543,301
185:0:8,639999:0:2343543,301
185:0:8,72:0:2343543,301
185:0:8,8:0:2343543,301
185:0:8,88:0:2343543,301
185:0:8,96:0:2343543,301
185:0:9,04:0:2343543,301
185:0:9,12:0:2343543,301
185:0:9,2:0:2343543,301
185:0:9,28:0:2343543,301
185:0:9,36:0:2343543,301
185:0:9,44:0:2343543,301
185:0:9,52:0:2343543,301
185:0:9,599999:0:2343543,301
185:0:9,679999:0:2343543,301
185:0:9,76:0:2343543,301
185:0:9,84:0:2343543,301
185:0:9,92:0:2343543,301
185:0:10:0:2343543,301
185:0:10,08:0:2343543,301
185:0:10,16:0:2343543,301
185:0:10,24:0:2343543,301
185:0:10,32:0:2343543,301
185:0:10,4:0:2343543,301
185:0:10,48:0:2343543,301
185:0:10,56:0:2343543,301
185:0:10,64:0:2343543,301
277:0:10,72:0:2343545,138
277:0:10,8:0:2343545,138
277:0:10,88:0:2343545,138
277:0:10,96:0:2343545,138
277:0:11,04:0:2343545,138
277:0:11,12:0:2343545,138
277:0:11,2:0:2343545,138
277:0:11,28:0:2343545,138
277:0:11,36:0:2343545,138
277:0:11,44:0:2343545,138
277:0:11,52:0:2343545,138
277:0:11,6:0:2343545,138
277:0:11,68:0:2343545,138
277:0:11,76:0:2343545,138
277:0:11,84:0:2343545,138
277:0:11,92:0:2343545,138
277:0:12:270:2343545,138
277:-0,08000001:12:270:2343545,138
277:-0,16:12:270:2343545,138
277:-0,24:12:270:2343545,138
277:-0,32:12:270:2343545,138
277:-0,4:12:270:2343545,138
277:-0,48:12:270:2343545,138
277:-0,5600001:12:270:2343545,138
277:-0,64:12:270:2343545,138
277:-0,72:12:270:2343545,138
277:-0,8000001:12:270:2343545,138
277:-0,8800001:12:270:2343545,138
277:-0,96:12:270:2343545,138
277:-1,04:12:270:2343545,138
318:-1,12:12:270:2343545,973
318:-1,2:12:270:2343545,973
318:-1,28:12:270:2343545,973
318:-1,36:12:270:2343545,973
318:-1,44:12:270:2343545,973
318:-1,52:12:270:2343545,973
318:-1,6:12:270:2343545,973
318:-1,68:12:270:2343545,973
318:-1,76:12:270:2343545,973
318:-1,84:12:270:2343545,973
318:-1,92:12:270:2343545,973
318:-2:12:270:2343545,973
318:-2,08:12:270:2343545,973
318:-2,16:12:270:2343545,973
318:-2,24:12:270:2343545,973
318:-2,32:12:270:2343545,973
318:-2,4:12:270:2343545,973
318:-2,48:12:270:2343545,973
318:-2,56:12:270:2343545,973
318:-2,64:12:270:2343545,973
318:-2,72:12:270:2343545,973
318:-2,8:12:270:2343545,973
318:-2,88:12:270:2343545,973
318:-2,96:12:270:2343545,973
318:-3,04:12:270:2343545,973
318:-3,12:12:270:2343545,973
318:-3,2:12:270:2343545,973
318:-3,28:12:270:2343545,973
318:-3,36:12:270:2343545,973
318:-3,44:12:270:2343545,973
318:-3,52:12:270:2343545,973
318:-3,6:12:270:2343545,973
318:-3,68:12:270:2343545,973
318:-3,76:12:270:2343545,973
318:-3,84:12:270:2343545,973
318:-3,92:12:270:2343545,973
318:-3,84:12:270:2343545,973
318:-3,76:12:270:2343545,973
318:-3,68:12:270:2343545,973
318:-3,6:12:270:2343545,973
318:-3,52:12:270:2343545,973
318:-3,44:12:270:2343545,973
318:-3,36:12:270:2343545,973
318:-3,28:12:270:2343545,973
318:-3,2:12:270:2343545,973
318:-3,12:12:270:2343545,973
318:-3,04:12:270:2343545,973
318:-2,96:12:270:2343545,973
318:-2,88:12:270:2343545,973
318:-2,8:12:270:2343545,973
318:-2,72:12:270:2343545,973
318:-2,64:12:270:2343545,973
318:-2,56:12:270:2343545,973
318:-2,48:12:270:2343545,973
318:-2,4:12:270:2343545,973
318:-2,32:12:270:2343545,973
318:-2,24:12:270:2343545,973
318:-2,16:12:270:2343545,973
318:-2,08:12:270:2343545,973
318:-2:12:270:2343545,973
318:-1,92:12:270:2343545,973
318:-1,84:12:270:2343545,973
318:-1,76:12:270:2343545,973
318:-1,68:12:270:2343545,973
318:-1,6:12:270:2343545,973
318:-1,52:12:270:2343545,973
318:-1,44:12:270:2343545,973
318:-1,36:12:270:2343545,973
318:-1,28:12:270:2343545,973
318:-1,2:12:270:2343545,973
318:-1,12:12:270:2343545,973
318:-1,04:12:270:2343545,973
318:-0,96:12:270:2343545,973
318:-0,8800001:12:270:2343545,973
318:-0,8000001:12:270:2343545,973
318:-0,72:12:270:2343545,973
318:-0,64:12:270:2343545,973
318:-0,5600001:12:270:2343545,973
318:-0,48:12:270:2343545,973
318:-0,4:12:270:2343545,973
318:-0,32:12:270:2343545,973
318:-0,24:12:270:2343545,973
318:-0,16:12:270:2343545,973
318:-0,08000001:12:270:2343545,973
318:0:12:270:2343545,973
318:0,08000001:12:270:2343545,973
318:0,08:12,08:270:2343545,973
318:0,07999998:12,16:270:2343545,973
